user_id,daily_travel_km,electricity_usage_kwh,diet_type,shopping_score,carbon_footprint,electricity_mobile_kwh,electricity_laptop_kwh,electricity_desktop_kwh,electricity_tv_kwh,electricity_tablet_kwh,travel_aboveground_rail_km,travel_underground_rail_km,travel_bus_km,travel_auto_motorcycle_km
1993,56,237,Vegan,5,4.858540481178791,11.85,47.4,59.25,82.95,35.55,8.4,11.2,16.8,19.6
1996,51,136,Vegan,2,1.9704331195607234,6.8,27.2,34,47.6,20.4,7.65,10.2,15.3,17.85
1999,20,528,Vegan,5,3.7952652314921544,26.4,105.6,132,184.8,79.2,3,4,6,7
2002,85,976,Vegan,5,0.999573681393895,48.8,195.2,244,341.6,146.4,12.75,17,25.5,29.75
2005,17,670,Vegan,10,0.8426685113916283,33.5,134,167.5,234.5,100.5,2.55,3.4,5.1,5.95
2008,13,921,Vegan,5,1.330931499385551,46.05,184.2,230.25,322.35,138.15,1.95,2.6,3.9,4.55
2011,18,900,Vegan,9,3.92334187459368,45,180,225,315,135,2.7,3.6,5.4,6.3
2014,59,901,Vegan,6,3.813001303934981,45.05,180.2,225.25,315.35,135.15,8.85,11.8,17.7,20.65
2017,14,783,Vegan,4,5.430756924600209,39.15,156.6,195.75,274.05,117.45,2.1,2.8,4.2,4.9
2020,32,784,Vegan,4,5.472290017705339,39.2,156.8,196,274.4,117.6,4.8,6.4,9.6,11.2
2023,28,180,Vegan,2,2.835949239949009,9,36,45,63,27,4.2,5.6,8.4,9.8
2026,6,225,Vegan,5,4.916121055925311,11.25,45,56.25,78.75,33.75,0.9,1.2,1.8,2.1
2029,59,782,Vegan,9,3.52274032161556,39.1,156.4,195.5,273.7,117.3,8.85,11.8,17.7,20.65
2032,42,392,Vegan,5,1.0496270844828521,19.6,78.4,98,137.2,58.8,6.3,8.4,12.6,14.7
2035,33,886,Vegan,9,0.6998478306723772,44.3,177.2,221.5,310.1,132.9,4.95,6.6,9.9,11.55
2038,43,582,Vegan,9,0.7088048078409521,29.1,116.4,145.5,203.7,87.3,6.45,8.6,12.9,15.05
2041,6,811,Vegan,8,3.6743422997762387,40.55,162.2,202.75,283.85,121.65,0.9,1.2,1.8,2.1
2044,45,489,Vegan,4,0.7382339107661235,24.45,97.8,122.25,171.15,73.35,6.75,9,13.5,15.75
2047,61,865,Vegan,2,1.7710849416918375,43.25,173,216.25,302.75,129.75,9.15,12.2,18.3,21.35
2050,60,411,Vegan,4,5.4908165699540925,20.55,82.2,102.75,143.85,61.65,9,12,18,21
2053,53,119,Vegan,4,3.9993373938136902,5.95,23.8,29.75,41.65,17.85,7.95,10.6,15.9,18.55
2056,35,361,Vegan,8,4.453775308772416,18.05,72.2,90.25,126.35,54.15,5.25,7,10.5,12.25
2059,9,136,Vegan,2,2.110405119301459,6.8,27.2,34,47.6,20.4,1.35,1.8,2.7,3.15
2062,92,810,Vegan,9,4.0881308770584095,40.5,162,202.5,283.5,121.5,13.8,18.4,27.6,32.2
2065,67,955,Vegan,10,1.3098245955015815,47.75,191,238.75,334.25,143.25,10.05,13.4,20.1,23.45
2068,89,790,Vegan,3,1.586870268013918,39.5,158,197.5,276.5,118.5,13.35,17.8,26.7,31.15
2071,33,780,Vegan,3,1.0057022589893516,39,156,195,273,117,4.95,6.6,9.9,11.55
2074,52,304,Vegan,1,2.3113449029536266,15.2,60.8,76,106.4,45.6,7.8,10.4,15.6,18.2
2077,19,285,Vegan,7,5.348760597877732,14.25,57,71.25,99.75,42.75,2.85,3.8,5.7,6.65
2080,71,935,Vegan,5,0.7285948956613376,46.75,187,233.75,327.25,140.25,10.65,14.2,21.3,24.85
2083,90,347,Vegan,2,3.2845912551760406,17.35,69.4,86.75,121.45,52.05,13.5,18,27,31.5
2086,69,474,Vegan,5,2.8254033288474742,23.7,94.8,118.5,165.9,71.1,10.35,13.8,20.7,24.15
2089,96,104,Vegan,9,1.928339793112528,5.2,20.8,26,36.4,15.6,14.4,19.2,28.8,33.6
2092,57,253,Vegan,8,1.9310424566193936,12.65,50.6,63.25,88.55,37.95,8.55,11.4,17.1,19.95
2095,20,227,Vegan,2,3.5025950790821883,11.35,45.4,56.75,79.45,34.05,3,4,6,7
2098,97,381,Vegan,10,4.422801860221465,19.05,76.2,95.25,133.35,57.15,14.55,19.4,29.1,33.95
2101,2,797,Vegan,6,2.7361357203694636,39.85,159.4,199.25,278.95,119.55,0.3,0.4,0.6,0.7
2104,92,422,Vegan,1,4.775446245097351,21.1,84.4,105.5,147.7,63.3,13.8,18.4,27.6,32.2
2107,76,690,Vegan,7,2.260837036108485,34.5,138,172.5,241.5,103.5,11.4,15.2,22.8,26.6
2110,73,561,Vegan,7,2.931826228910095,28.05,112.2,140.25,196.35,84.15,10.95,14.6,21.9,25.55
2113,17,116,Vegan,4,2.4717485879559677,5.8,23.2,29,40.6,17.4,2.55,3.4,5.1,5.95
2116,13,539,Vegan,8,5.124328813003148,26.95,107.8,134.75,188.65,80.85,1.95,2.6,3.9,4.55
2119,20,320,Vegan,8,5.2945845304701855,16,64,80,112,48,3,4,6,7
2122,89,314,Vegan,6,3.0462050190870023,15.7,62.8,78.5,109.9,47.1,13.35,17.8,26.7,31.15
2125,97,646,Vegan,5,5.4098331031318825,32.3,129.2,161.5,226.1,96.9,14.55,19.4,29.1,33.95
2128,94,901,Vegan,3,5.463658541081979,45.05,180.2,225.25,315.35,135.15,14.1,18.8,28.2,32.9
2131,99,777,Vegan,2,2.0504590057490892,38.85,155.4,194.25,271.95,116.55,14.85,19.8,29.7,34.65
2134,51,465,Vegan,10,3.8519209649979613,23.25,93,116.25,162.75,69.75,7.65,10.2,15.3,17.85
2137,28,384,Vegan,2,1.0435862470299773,19.2,76.8,96,134.4,57.6,4.2,5.6,8.4,9.8
2140,57,388,Vegan,7,2.9986086018772813,19.4,77.6,97,135.8,58.2,8.55,11.4,17.1,19.95
2143,66,648,Vegan,1,0.879745677215324,32.4,129.6,162,226.8,97.2,9.9,13.2,19.8,23.1
2146,85,654,Vegan,8,4.339005191946901,32.7,130.8,163.5,228.9,98.1,12.75,17,25.5,29.75
2149,11,443,Vegan,8,0.7826838699712053,22.15,88.6,110.75,155.05,66.45,1.65,2.2,3.3,3.85
2152,10,928,Vegan,7,4.513248994871205,46.4,185.6,232,324.8,139.2,1.5,2,3,3.5
2155,31,892,Vegan,1,4.284179211528503,44.6,178.4,223,312.2,133.8,4.65,6.2,9.3,10.85
2158,26,928,Vegan,8,2.5422429981760377,46.4,185.6,232,324.8,139.2,3.9,5.2,7.8,9.1
2161,60,266,Vegan,10,2.1005072313566444,13.3,53.2,66.5,93.1,39.9,9,12,18,21
2164,21,468,Vegan,8,4.021538428135483,23.4,93.6,117,163.8,70.2,3.15,4.2,6.3,7.35
2167,77,609,Vegan,8,2.763174752310282,30.45,121.8,152.25,213.15,91.35,11.55,15.4,23.1,26.95
2170,56,814,Vegan,4,1.4299496830464231,40.7,162.8,203.5,284.9,122.1,8.4,11.2,16.8,19.6
2173,91,305,Vegan,8,0.8156051495401535,15.25,61,76.25,106.75,45.75,13.65,18.2,27.3,31.85
2176,91,237,Vegan,6,3.879964248741542,11.85,47.4,59.25,82.95,35.55,13.65,18.2,27.3,31.85
2179,100,149,Vegan,10,0.7107113455225601,7.45,29.8,37.25,52.15,22.35,15,20,30,35
2182,25,333,Vegan,9,4.420061182313277,16.65,66.6,83.25,116.55,49.95,3.75,5,7.5,8.75
2185,19,430,Vegan,6,1.9389244095190612,21.5,86,107.5,150.5,64.5,2.85,3.8,5.7,6.65
2188,19,693,Vegan,2,5.452700321332128,34.65,138.6,173.25,242.55,103.95,2.85,3.8,5.7,6.65
2191,30,216,Vegan,8,2.5835551831952777,10.8,43.2,54,75.6,32.4,4.5,6,9,10.5
2194,69,829,Vegan,6,2.267761169192406,41.45,165.8,207.25,290.15,124.35,10.35,13.8,20.7,24.15
2197,95,323,Vegan,2,4.756090379337229,16.15,64.6,80.75,113.05,48.45,14.25,19,28.5,33.25
2200,76,915,Vegan,6,3.092650643792121,45.75,183,228.75,320.25,137.25,11.4,15.2,22.8,26.6
2203,41,538,Vegan,5,1.2312578780326129,26.9,107.6,134.5,188.3,80.7,6.15,8.2,12.3,14.35
2206,88,390,Vegan,2,4.143969276902633,19.5,78,97.5,136.5,58.5,13.2,17.6,26.4,30.8
2209,49,718,Vegan,3,4.560095164060298,35.9,143.6,179.5,251.3,107.7,7.35,9.8,14.7,17.15
2212,61,403,Vegan,4,2.003542225035172,20.15,80.6,100.75,141.05,60.45,9.15,12.2,18.3,21.35
2215,97,857,Vegan,8,4.217690507124706,42.85,171.4,214.25,299.95,128.55,14.55,19.4,29.1,33.95
2218,31,242,Vegan,4,2.0287227882726793,12.1,48.4,60.5,84.7,36.3,4.65,6.2,9.3,10.85
2221,12,144,Vegan,8,4.18679133845173,7.2,28.8,36,50.4,21.6,1.8,2.4,3.6,4.2
2224,26,435,Vegan,5,2.3969144163060747,21.75,87,108.75,152.25,65.25,3.9,5.2,7.8,9.1
2227,92,838,Vegan,9,0.6655483370245237,41.9,167.6,209.5,293.3,125.7,13.8,18.4,27.6,32.2
2230,13,746,Vegan,6,3.7579258208334663,37.3,149.2,186.5,261.1,111.9,1.95,2.6,3.9,4.55
2233,44,702,Vegan,9,4.419870556376548,35.1,140.4,175.5,245.7,105.3,6.6,8.8,13.2,15.4
2236,79,472,Vegan,8,2.463397087057202,23.6,94.4,118,165.2,70.8,11.85,15.8,23.7,27.65
2239,92,692,Vegan,1,1.3846482941448248,34.6,138.4,173,242.2,103.8,13.8,18.4,27.6,32.2
2242,76,575,Vegan,2,3.451304348481658,28.75,115,143.75,201.25,86.25,11.4,15.2,22.8,26.6
2245,36,950,Vegan,2,1.235666033405629,47.5,190,237.5,332.5,142.5,5.4,7.2,10.8,12.6
2248,45,421,Vegan,10,1.3670637685678484,21.05,84.2,105.25,147.35,63.15,6.75,9,13.5,15.75
2251,18,133,Vegan,6,5.025377405657524,6.65,26.6,33.25,46.55,19.95,2.7,3.6,5.4,6.3
2254,63,793,Vegan,10,3.188966230595793,39.65,158.6,198.25,277.55,118.95,9.45,12.6,18.9,22.05
2257,32,804,Vegan,3,4.152807655557348,40.2,160.8,201,281.4,120.6,4.8,6.4,9.6,11.2
2260,52,881,Vegan,6,5.1297024050825675,44.05,176.2,220.25,308.35,132.15,7.8,10.4,15.6,18.2
2263,55,187,Vegan,7,4.563824619701783,9.35,37.4,46.75,65.45,28.05,8.25,11,16.5,19.25
2266,4,168,Vegan,6,4.01149865387266,8.4,33.6,42,58.8,25.2,0.6,0.8,1.2,1.4
2269,96,259,Vegan,2,2.184663530697135,12.95,51.8,64.75,90.65,38.85,14.4,19.2,28.8,33.6
2272,57,439,Vegan,1,1.0624386231343848,21.95,87.8,109.75,153.65,65.85,8.55,11.4,17.1,19.95
2275,80,603,Vegan,1,1.7884370990755034,30.15,120.6,150.75,211.05,90.45,12,16,24,28
2278,45,142,Vegan,4,2.0894741132574963,7.1,28.4,35.5,49.7,21.3,6.75,9,13.5,15.75
2281,85,541,Vegan,8,5.075305666279746,27.05,108.2,135.25,189.35,81.15,12.75,17,25.5,29.75
2284,27,318,Vegan,7,4.513466483166987,15.9,63.6,79.5,111.3,47.7,4.05,5.4,8.1,9.45
2287,88,995,Vegan,1,3.7967420564964685,49.75,199,248.75,348.25,149.25,13.2,17.6,26.4,30.8
2290,60,630,Vegan,3,3.558200643568156,31.5,126,157.5,220.5,94.5,9,12,18,21
2293,79,972,Vegan,9,4.406122357298365,48.6,194.4,243,340.2,145.8,11.85,15.8,23.7,27.65
2296,89,664,Vegan,1,3.8494359860059113,33.2,132.8,166,232.4,99.6,13.35,17.8,26.7,31.15
2299,30,720,Vegan,1,1.9978241702265844,36,144,180,252,108,4.5,6,9,10.5
2302,92,170,Vegan,8,4.784836659187208,8.5,34,42.5,59.5,25.5,13.8,18.4,27.6,32.2
2305,39,116,Vegan,9,1.070001481370449,5.8,23.2,29,40.6,17.4,5.85,7.8,11.7,13.65
2308,74,137,Vegan,5,3.21217583265942,6.85,27.4,34.25,47.95,20.55,11.1,14.8,22.2,25.9
2311,61,731,Vegan,4,2.158777305387185,36.55,146.2,182.75,255.85,109.65,9.15,12.2,18.3,21.35
2314,91,189,Vegan,10,3.5935689328226985,9.45,37.8,47.25,66.15,28.35,13.65,18.2,27.3,31.85
2317,38,250,Vegan,8,1.0220172034504782,12.5,50,62.5,87.5,37.5,5.7,7.6,11.4,13.3
2320,47,479,Vegan,9,4.60972443481011,23.95,95.8,119.75,167.65,71.85,7.05,9.4,14.1,16.45
2323,91,701,Vegan,6,3.7336369349341307,35.05,140.2,175.25,245.35,105.15,13.65,18.2,27.3,31.85
2326,28,112,Vegan,4,3.25215024756047,5.6,22.4,28,39.2,16.8,4.2,5.6,8.4,9.8
2329,61,762,Vegan,6,2.700588764601078,38.1,152.4,190.5,266.7,114.3,9.15,12.2,18.3,21.35
2332,51,504,Vegan,5,3.4346994254671603,25.2,100.8,126,176.4,75.6,7.65,10.2,15.3,17.85
2335,9,956,Vegan,10,2.9176063947778257,47.8,191.2,239,334.6,143.4,1.35,1.8,2.7,3.15
2338,2,717,Vegan,9,3.7170127757612987,35.85,143.4,179.25,250.95,107.55,0.3,0.4,0.6,0.7
2341,100,101,Vegan,10,3.8609886490075542,5.05,20.2,25.25,35.35,15.15,15,20,30,35
2344,29,415,Vegan,7,3.5574043915351594,20.75,83,103.75,145.25,62.25,4.35,5.8,8.7,10.15
2347,98,255,Vegan,8,4.07565721575015,12.75,51,63.75,89.25,38.25,14.7,19.6,29.4,34.3
2350,7,560,Vegan,10,1.0791225304299958,28,112,140,196,84,1.05,1.4,2.1,2.45
2353,94,611,Vegan,2,0.9721151168030013,30.55,122.2,152.75,213.85,91.65,14.1,18.8,28.2,32.9
2356,53,914,Vegan,8,2.5639778313338026,45.7,182.8,228.5,319.9,137.1,7.95,10.6,15.9,18.55
2359,59,877,Vegan,9,4.895415112338607,43.85,175.4,219.25,306.95,131.55,8.85,11.8,17.7,20.65
2362,20,864,Vegan,3,1.8056705184511241,43.2,172.8,216,302.4,129.6,3,4,6,7
2365,81,848,Vegan,8,2.1644712058848277,42.4,169.6,212,296.8,127.2,12.15,16.2,24.3,28.35
2368,53,567,Vegan,8,3.13766514385733,28.35,113.4,141.75,198.45,85.05,7.95,10.6,15.9,18.55
2371,1,737,Vegan,2,4.3254757944952145,36.85,147.4,184.25,257.95,110.55,0.15,0.2,0.3,0.35
2374,22,795,Vegan,3,0.9128185574531212,39.75,159,198.75,278.25,119.25,3.3,4.4,6.6,7.7
2377,94,284,Vegan,8,3.964250087010454,14.2,56.8,71,99.4,42.6,14.1,18.8,28.2,32.9
2380,38,145,Vegan,2,5.393512649548971,7.25,29,36.25,50.75,21.75,5.7,7.6,11.4,13.3
2383,32,522,Vegan,2,5.176173160312872,26.1,104.4,130.5,182.7,78.3,4.8,6.4,9.6,11.2
2386,87,895,Vegan,6,1.6973412573719244,44.75,179,223.75,313.25,134.25,13.05,17.4,26.1,30.45
2389,88,696,Vegan,9,0.7992507741587846,34.8,139.2,174,243.6,104.4,13.2,17.6,26.4,30.8
2392,57,988,Vegan,2,3.9670087141460093,49.4,197.6,247,345.8,148.2,8.55,11.4,17.1,19.95
2395,84,272,Vegan,9,5.053008693836814,13.6,54.4,68,95.2,40.8,12.6,16.8,25.2,29.4
2398,79,224,Vegan,9,1.34954844172991,11.2,44.8,56,78.4,33.6,11.85,15.8,23.7,27.65
2401,6,420,Vegan,10,1.1047390161940602,21,84,105,147,63,0.9,1.2,1.8,2.1
2404,82,810,Vegan,3,3.597718616130379,40.5,162,202.5,283.5,121.5,12.3,16.4,24.6,28.7
2407,54,106,Vegan,3,0.7118029040667152,5.3,21.2,26.5,37.1,15.9,8.1,10.8,16.2,18.9
2410,63,617,Vegan,5,0.8182470412417032,30.85,123.4,154.25,215.95,92.55,9.45,12.6,18.9,22.05
2413,54,498,Vegan,10,2.6177511952792525,24.9,99.6,124.5,174.3,74.7,8.1,10.8,16.2,18.9
2416,81,692,Vegan,4,1.8710871573706684,34.6,138.4,173,242.2,103.8,12.15,16.2,24.3,28.35
2419,50,554,Vegan,10,5.1993336809575155,27.7,110.8,138.5,193.9,83.1,7.5,10,15,17.5
2422,31,532,Vegan,5,4.753033272137233,26.6,106.4,133,186.2,79.8,4.65,6.2,9.3,10.85
2425,92,930,Vegan,7,1.037293170017426,46.5,186,232.5,325.5,139.5,13.8,18.4,27.6,32.2
2428,82,292,Vegan,9,1.0697709048046273,14.6,58.4,73,102.2,43.8,12.3,16.4,24.6,28.7
2431,53,480,Vegan,3,4.696564859970653,24,96,120,168,72,7.95,10.6,15.9,18.55
2434,27,290,Vegan,2,1.6242146229111998,14.5,58,72.5,101.5,43.5,4.05,5.4,8.1,9.45
2437,62,585,Vegan,2,5.422500506805644,29.25,117,146.25,204.75,87.75,9.3,12.4,18.6,21.7
2440,95,343,Vegan,8,4.679038599646979,17.15,68.6,85.75,120.05,51.45,14.25,19,28.5,33.25
2443,58,585,Vegan,8,2.660896251470578,29.25,117,146.25,204.75,87.75,8.7,11.6,17.4,20.3
2446,67,958,Vegan,10,4.543264858730092,47.9,191.6,239.5,335.3,143.7,10.05,13.4,20.1,23.45
2449,94,359,Vegan,8,0.818399593545512,17.95,71.8,89.75,125.65,53.85,14.1,18.8,28.2,32.9
2452,71,684,Vegan,5,1.1128804759086397,34.2,136.8,171,239.4,102.6,10.65,14.2,21.3,24.85
2455,7,178,Vegan,2,5.2945241704795665,8.9,35.6,44.5,62.3,26.7,1.05,1.4,2.1,2.45
2458,24,101,Vegan,8,3.1765312451859655,5.05,20.2,25.25,35.35,15.15,3.6,4.8,7.2,8.4
2461,41,634,Vegan,8,2.4723190599196254,31.7,126.8,158.5,221.9,95.1,6.15,8.2,12.3,14.35
2464,36,653,Vegan,1,2.671736335057056,32.65,130.6,163.25,228.55,97.95,5.4,7.2,10.8,12.6
2467,52,392,Vegan,10,4.507964409290943,19.6,78.4,98,137.2,58.8,7.8,10.4,15.6,18.2
2470,25,343,Vegan,6,4.5189677670849875,17.15,68.6,85.75,120.05,51.45,3.75,5,7.5,8.75
2473,55,527,Vegan,1,4.5413401802138225,26.35,105.4,131.75,184.45,79.05,8.25,11,16.5,19.25
2476,52,163,Vegan,5,1.858522904576791,8.15,32.6,40.75,57.05,24.45,7.8,10.4,15.6,18.2
2479,47,215,Vegan,5,4.7458102303851835,10.75,43,53.75,75.25,32.25,7.05,9.4,14.1,16.45
2482,15,572,Vegan,7,0.7193928843779364,28.6,114.4,143,200.2,85.8,2.25,3,4.5,5.25
2485,98,877,Vegan,5,2.4233297259307793,43.85,175.4,219.25,306.95,131.55,14.7,19.6,29.4,34.3
2488,19,344,Vegan,6,0.8631895022747533,17.2,68.8,86,120.4,51.6,2.85,3.8,5.7,6.65
2491,16,353,Vegan,6,4.17823687949797,17.65,70.6,88.25,123.55,52.95,2.4,3.2,4.8,5.6
2494,35,757,Vegan,4,3.4604443234519344,37.85,151.4,189.25,264.95,113.55,5.25,7,10.5,12.25
2497,1,304,Vegan,7,4.773847518351998,15.2,60.8,76,106.4,45.6,0.15,0.2,0.3,0.35
2500,78,664,Vegan,9,2.2263782949572875,33.2,132.8,166,232.4,99.6,11.7,15.6,23.4,27.3
2503,5,623,Vegan,1,3.154789688099839,31.15,124.6,155.75,218.05,93.45,0.75,1,1.5,1.75
2506,5,896,Vegan,8,1.8564330816982122,44.8,179.2,224,313.6,134.4,0.75,1,1.5,1.75
2509,15,717,Vegan,3,5.233560930561104,35.85,143.4,179.25,250.95,107.55,2.25,3,4.5,5.25
2512,63,783,Vegan,7,0.5264659215723784,39.15,156.6,195.75,274.05,117.45,9.45,12.6,18.9,22.05
2515,53,127,Vegan,6,1.6308137615956737,6.35,25.4,31.75,44.45,19.05,7.95,10.6,15.9,18.55
2518,62,427,Vegan,9,5.3418053833039,21.35,85.4,106.75,149.45,64.05,9.3,12.4,18.6,21.7
2521,65,334,Vegan,3,4.180779211261442,16.7,66.8,83.5,116.9,50.1,9.75,13,19.5,22.75
2524,7,489,Vegan,5,1.349682821334718,24.45,97.8,122.25,171.15,73.35,1.05,1.4,2.1,2.45
2527,76,471,Vegan,8,2.7143583431740272,23.55,94.2,117.75,164.85,70.65,11.4,15.2,22.8,26.6
2530,91,691,Vegan,5,2.2638603051482216,34.55,138.2,172.75,241.85,103.65,13.65,18.2,27.3,31.85
2533,10,294,Vegan,7,1.6449525817008248,14.7,58.8,73.5,102.9,44.1,1.5,2,3,3.5
2536,45,484,Vegan,9,1.6800990758977532,24.2,96.8,121,169.4,72.6,6.75,9,13.5,15.75
2539,47,743,Vegan,3,4.142476323401106,37.15,148.6,185.75,260.05,111.45,7.05,9.4,14.1,16.45
2542,53,211,Vegan,1,1.2636381331796387,10.55,42.2,52.75,73.85,31.65,7.95,10.6,15.9,18.55
2545,31,469,Vegan,9,3.0735099373633656,23.45,93.8,117.25,164.15,70.35,4.65,6.2,9.3,10.85
2548,13,675,Vegan,3,3.2196288851032713,33.75,135,168.75,236.25,101.25,1.95,2.6,3.9,4.55
2551,69,710,Vegan,5,2.992418065781231,35.5,142,177.5,248.5,106.5,10.35,13.8,20.7,24.15
2554,69,285,Vegan,7,4.268756609715247,14.25,57,71.25,99.75,42.75,10.35,13.8,20.7,24.15
2557,2,520,Vegan,5,2.9710973961710243,26,104,130,182,78,0.3,0.4,0.6,0.7
2560,5,397,Vegan,2,2.349141755070063,19.85,79.4,99.25,138.95,59.55,0.75,1,1.5,1.75
2563,89,214,Vegan,9,0.8903359146574742,10.7,42.8,53.5,74.9,32.1,13.35,17.8,26.7,31.15
2566,75,792,Vegan,9,0.8056860672449013,39.6,158.4,198,277.2,118.8,11.25,15,22.5,26.25
2569,26,137,Vegan,8,4.799749384424132,6.85,27.4,34.25,47.95,20.55,3.9,5.2,7.8,9.1
2572,39,525,Vegan,4,2.7788878303305515,26.25,105,131.25,183.75,78.75,5.85,7.8,11.7,13.65
2575,99,881,Vegan,2,5.085277503017039,44.05,176.2,220.25,308.35,132.15,14.85,19.8,29.7,34.65
2578,98,902,Vegan,1,4.414589394228777,45.1,180.4,225.5,315.7,135.3,14.7,19.6,29.4,34.3
2581,2,998,Vegan,8,1.4849509237837961,49.9,199.6,249.5,349.3,149.7,0.3,0.4,0.6,0.7
2584,61,935,Vegan,10,5.460218031212987,46.75,187,233.75,327.25,140.25,9.15,12.2,18.3,21.35
2587,25,864,Vegan,6,5.4711392584460565,43.2,172.8,216,302.4,129.6,3.75,5,7.5,8.75
2590,40,388,Vegan,9,5.072047799393191,19.4,77.6,97,135.8,58.2,6,8,12,14
2593,99,591,Vegan,8,1.8672274635585353,29.55,118.2,147.75,206.85,88.65,14.85,19.8,29.7,34.65
2596,17,465,Vegan,5,1.747938966768285,23.25,93,116.25,162.75,69.75,2.55,3.4,5.1,5.95
2599,25,411,Vegan,2,3.5008327051255668,20.55,82.2,102.75,143.85,61.65,3.75,5,7.5,8.75
2602,66,860,Vegan,4,1.8933758452216605,43,172,215,301,129,9.9,13.2,19.8,23.1
2605,77,721,Vegan,8,4.244547798265682,36.05,144.2,180.25,252.35,108.15,11.55,15.4,23.1,26.95
2608,50,885,Vegan,3,4.833797854821957,44.25,177,221.25,309.75,132.75,7.5,10,15,17.5
2611,16,889,Vegan,10,5.031820358531769,44.45,177.8,222.25,311.15,133.35,2.4,3.2,4.8,5.6
2614,75,945,Vegan,10,2.017783585701427,47.25,189,236.25,330.75,141.75,11.25,15,22.5,26.25
2617,33,821,Vegan,2,2.2730537924163636,41.05,164.2,205.25,287.35,123.15,4.95,6.6,9.9,11.55
2620,40,266,Vegan,6,3.5565185546120683,13.3,53.2,66.5,93.1,39.9,6,8,12,14
2623,79,596,Vegan,5,0.5086670457024657,29.8,119.2,149,208.6,89.4,11.85,15.8,23.7,27.65
2626,68,818,Vegan,2,3.783680836767624,40.9,163.6,204.5,286.3,122.7,10.2,13.6,20.4,23.8
2629,66,744,Vegan,5,1.1290656311481113,37.2,148.8,186,260.4,111.6,9.9,13.2,19.8,23.1
2632,23,185,Vegan,3,4.025291439796719,9.25,37,46.25,64.75,27.75,3.45,4.6,6.9,8.05
2635,31,656,Vegan,5,1.5261891828670326,32.8,131.2,164,229.6,98.4,4.65,6.2,9.3,10.85
2638,99,769,Vegan,7,1.9483192083258252,38.45,153.8,192.25,269.15,115.35,14.85,19.8,29.7,34.65
2641,91,316,Vegan,5,3.1486377631495293,15.8,63.2,79,110.6,47.4,13.65,18.2,27.3,31.85
2644,56,855,Vegan,2,4.6357309713605375,42.75,171,213.75,299.25,128.25,8.4,11.2,16.8,19.6
2647,91,935,Vegan,1,5.262796217744294,46.75,187,233.75,327.25,140.25,13.65,18.2,27.3,31.85
2650,38,232,Vegan,5,4.495000482861597,11.6,46.4,58,81.2,34.8,5.7,7.6,11.4,13.3
2653,43,141,Vegan,3,4.735020040237686,7.05,28.2,35.25,49.35,21.15,6.45,8.6,12.9,15.05
2656,4,446,Vegan,10,1.0315528025903082,22.3,89.2,111.5,156.1,66.9,0.6,0.8,1.2,1.4
2659,80,504,Vegan,4,3.916885444421186,25.2,100.8,126,176.4,75.6,12,16,24,28
2662,24,312,Vegan,7,3.518509755744067,15.6,62.4,78,109.2,46.8,3.6,4.8,7.2,8.4
2665,38,711,Vegan,6,0.8482867677418755,35.55,142.2,177.75,248.85,106.65,5.7,7.6,11.4,13.3
2668,31,861,Vegan,8,3.6504987234403186,43.05,172.2,215.25,301.35,129.15,4.65,6.2,9.3,10.85
2671,28,736,Vegan,9,1.688591323719208,36.8,147.2,184,257.6,110.4,4.2,5.6,8.4,9.8
2674,40,721,Vegan,7,1.579442607650844,36.05,144.2,180.25,252.35,108.15,6,8,12,14
2677,19,648,Vegan,10,3.8830916135943117,32.4,129.6,162,226.8,97.2,2.85,3.8,5.7,6.65
2680,11,192,Vegan,9,3.1151342945353595,9.6,38.4,48,67.2,28.8,1.65,2.2,3.3,3.85
2683,57,185,Vegan,2,4.820894390314496,9.25,37,46.25,64.75,27.75,8.55,11.4,17.1,19.95
2686,71,553,Vegan,7,5.087078653820633,27.65,110.6,138.25,193.55,82.95,10.65,14.2,21.3,24.85
2689,4,793,Vegan,4,3.618034636431398,39.65,158.6,198.25,277.55,118.95,0.6,0.8,1.2,1.4
2692,16,123,Vegan,5,4.557975253684962,6.15,24.6,30.75,43.05,18.45,2.4,3.2,4.8,5.6
2695,4,950,Vegan,3,0.5492135864666743,47.5,190,237.5,332.5,142.5,0.6,0.8,1.2,1.4
2698,1,763,Vegan,7,1.3781660761317407,38.15,152.6,190.75,267.05,114.45,0.15,0.2,0.3,0.35
2701,49,123,Vegan,9,4.7641539793593894,6.15,24.6,30.75,43.05,18.45,7.35,9.8,14.7,17.15
2704,76,645,Vegan,8,2.0776475949129978,32.25,129,161.25,225.75,96.75,11.4,15.2,22.8,26.6
2707,56,609,Vegan,9,2.0471047344536455,30.45,121.8,152.25,213.15,91.35,8.4,11.2,16.8,19.6
2710,74,769,Vegan,7,4.2086347544922615,38.45,153.8,192.25,269.15,115.35,11.1,14.8,22.2,25.9
2713,37,973,Vegan,9,2.016543259673861,48.65,194.6,243.25,340.55,145.95,5.55,7.4,11.1,12.95
2716,60,129,Vegan,5,3.513072010210966,6.45,25.8,32.25,45.15,19.35,9,12,18,21
2719,88,430,Vegan,9,1.290534990738612,21.5,86,107.5,150.5,64.5,13.2,17.6,26.4,30.8
2722,98,121,Vegan,4,3.2911507208814106,6.05,24.2,30.25,42.35,18.15,14.7,19.6,29.4,34.3
2725,98,729,Vegan,4,1.34387241185863,36.45,145.8,182.25,255.15,109.35,14.7,19.6,29.4,34.3
